 Date,DXY Close,DXY Adj. Close,DXY vs SPY Correlation,DXY Beta (DXY:SPY)
10/9/2009,76.43,76.43,-0.53,-0.13
10/8/2009,75.97,75.97,-0.5,-0.12
10/7/2009,76.49,76.49,-0.53,-0.12
10/6/2009,76.33,76.33,-0.52,-0.12
10/5/2009,76.64,76.64,-0.52,-0.12
10/2/2009,77,77,-0.55,-0.12
10/1/2009,77.19,77.19,-0.42,-0.12
9/30/2009,76.65,76.65,-0.43,-0.12
9/29/2009,77.12,77.12,-0.54,-0.12
9/28/2009,77.05,77.05,-0.63,-0.12
9/25/2009,76.81,76.81,-0.63,-0.12
9/24/2009,76.9,76.9,-0.55,-0.12
9/23/2009,76.05,76.05,-0.55,-0.12
9/22/2009,76.12,76.12,-0.55,-0.12
9/21/2009,76.78,76.78,-0.54,-0.11
9/18/2009,76.42,76.42,-0.53,-0.11
9/17/2009,76.19,76.19,-0.52,-0.11
9/16/2009,76.24,76.24,-0.52,-0.11
9/15/2009,76.54,76.54,-0.53,-0.11
9/14/2009,76.69,76.69,-0.61,-0.11
9/11/2009,76.61,76.61,-0.63,-0.11
9/10/2009,76.82,76.82,-0.63,-0.11
9/9/2009,77.09,77.09,-0.64,-0.11
9/8/2009,77.32,77.32,-0.62,-0.11
9/7/2009,78.14,78.14,,
9/4/2009,78.14,78.14,-0.59,-0.1
9/3/2009,78.47,78.47,-0.37,-0.1
9/2/2009,78.38,78.38,-0.41,-0.11
9/1/2009,78.76,78.76,-0.31,-0.11
8/31/2009,78.17,78.17,-0.35,-0.1
8/28/2009,78.37,78.37,-0.43,-0.11
8/27/2009,78.01,78.01,-0.39,-0.1
8/26/2009,78.66,78.66,-0.41,-0.1
8/25/2009,78.24,78.24,-0.42,-0.1
8/24/2009,78.27,78.27,-0.42,-0.1
8/21/2009,78.04,78.04,-0.4,-0.1
8/20/2009,78.38,78.38,-0.4,-0.1
8/19/2009,78.47,78.47,-0.32,-0.1
8/18/2009,78.94,78.94,-0.3,-0.1
8/17/2009,79.29,79.29,-0.23,-0.1
8/14/2009,78.89,78.89,-0.21,-0.1
8/13/2009,78.49,78.49,-0.21,-0.1
8/12/2009,78.79,78.79,-0.18,-0.1
8/11/2009,79.18,79.18,-0.4,-0.1
8/10/2009,79.26,79.26,-0.38,-0.1
8/7/2009,78.97,78.97,-0.49,-0.1
8/6/2009,78.06,78.06,-0.47,-0.1
8/5/2009,77.52,77.52,-0.43,-0.1
8/4/2009,77.77,77.77,-0.42,-0.1
8/3/2009,77.64,77.64,-0.44,-0.1
7/31/2009,78.35,78.35,-0.54,-0.1
7/30/2009,79.28,79.28,-0.59,-0.1
7/29/2009,79.63,79.63,-0.6,-0.1
7/28/2009,78.85,78.85,-0.61,-0.1
7/27/2009,78.63,78.63,-0.6,-0.1
7/24/2009,78.75,78.75,-0.55,-0.1
7/23/2009,78.8,78.8,-0.61,-0.1
7/22/2009,78.71,78.71,-0.52,-0.1
7/21/2009,78.93,78.93,-0.44,-0.1
7/20/2009,78.91,78.91,-0.49,-0.1
7/17/2009,79.35,79.35,-0.49,-0.1
7/16/2009,79.22,79.22,-0.46,-0.1
7/15/2009,79.32,79.32,-0.33,-0.1
7/14/2009,80.18,80.18,-0.28,-0.09
7/13/2009,80.13,80.13,-0.41,-0.09
7/10/2009,80.23,80.23,-0.38,-0.09
7/9/2009,79.86,79.86,-0.39,-0.09
7/8/2009,80.63,80.63,-0.38,-0.09
7/7/2009,80.7,80.7,-0.39,-0.09
7/6/2009,80.38,80.38,-0.39,-0.09
7/3/2009,80.45,80.45,,
7/2/2009,80.15,80.15,-0.29,-0.09
7/1/2009,79.67,79.67,-0.28,-0.09
6/30/2009,80.16,80.16,-0.32,-0.09
6/29/2009,79.91,79.91,-0.33,-0.09
6/26/2009,79.9,79.9,-0.32,-0.09
6/25/2009,80.37,80.37,-0.41,-0.09
6/24/2009,80.54,80.54,-0.47,-0.09
6/23/2009,79.85,79.85,-0.52,-0.09
6/22/2009,80.84,80.84,-0.45,-0.09
6/19/2009,80.33,80.33,-0.45,-0.09
6/18/2009,80.57,80.57,-0.37,-0.09
6/17/2009,80.26,80.26,-0.33,-0.09
6/16/2009,80.74,80.74,-0.37,-0.09
6/15/2009,81.16,81.16,-0.26,-0.09
6/12/2009,80.13,80.13,-0.3,-0.09
6/11/2009,79.56,79.56,-0.3,-0.09
6/10/2009,80.27,80.27,-0.31,-0.09
6/9/2009,79.84,79.84,-0.3,-0.09
6/8/2009,80.83,80.83,-0.33,-0.09
6/5/2009,80.67,80.67,-0.45,-0.08
6/4/2009,79.47,79.47,-0.46,-0.09
6/3/2009,79.49,79.49,-0.4,-0.09
6/2/2009,78.48,78.48,-0.42,-0.08
6/1/2009,79.18,79.18,-0.51,-0.08
5/29/2009,79.23,79.23,-0.48,-0.08
5/28/2009,80.53,80.53,-0.48,-0.08
5/27/2009,80.76,80.76,-0.43,-0.08
5/26/2009,80.09,80.09,-0.5,-0.08
5/25/2009,80.02,80.02,,
5/22/2009,80.04,80.04,-0.52,-0.08
5/21/2009,80.47,80.47,-0.61,-0.08
5/20/2009,81.19,81.19,-0.69,-0.08
5/19/2009,82.1,82.1,-0.69,-0.08
5/18/2009,82.54,82.54,-0.69,-0.08
5/15/2009,82.95,82.95,-0.73,-0.08
5/14/2009,82.44,82.44,-0.67,-0.08
5/13/2009,82.57,82.57,-0.63,-0.08
5/12/2009,82.3,82.3,-0.64,-0.08
5/11/2009,82.84,82.84,-0.62,-0.08
5/8/2009,82.44,82.44,-0.53,-0.08
5/7/2009,83.88,83.88,-0.4,-0.08
5/6/2009,84,84,-0.39,-0.08
5/5/2009,84.14,84.14,-0.42,-0.08
5/4/2009,83.66,83.66,-0.36,-0.08
5/1/2009,84.54,84.54,-0.36,-0.08
4/30/2009,84.82,84.82,-0.44,-0.08
4/29/2009,84.64,84.64,-0.41,-0.08
4/28/2009,85.17,85.17,-0.44,-0.08
4/27/2009,85.67,85.67,-0.47,-0.08
4/24/2009,84.72,84.72,-0.5,-0.08
4/23/2009,85.4,85.4,-0.47,-0.07
4/22/2009,86.3,86.3,-0.49,-0.07
4/21/2009,86.5,86.5,-0.5,-0.07
4/20/2009,86.66,86.66,-0.44,-0.07
4/17/2009,85.9,85.9,-0.5,-0.07
4/16/2009,85.2,85.2,-0.38,-0.07
4/15/2009,84.93,84.93,-0.39,-0.07
4/14/2009,84.8,84.8,-0.38,-0.07
4/13/2009,84.61,84.61,-0.4,-0.07
4/10/2009,85.54,85.54,,
4/9/2009,85.64,85.64,-0.47,-0.07
4/8/2009,85.23,85.23,-0.45,-0.08
4/7/2009,85.22,85.22,-0.42,-0.08
4/6/2009,84.75,84.75,-0.42,-0.07
4/3/2009,84.18,84.18,-0.45,-0.07
4/2/2009,84.32,84.32,-0.42,-0.07
4/1/2009,85.42,85.42,-0.46,-0.07
3/31/2009,85.51,85.51,-0.47,-0.07
3/30/2009,85.75,85.75,-0.44,-0.07
3/27/2009,85.14,85.14,-0.47,-0.07
3/26/2009,84.08,84.08,-0.51,-0.07
3/25/2009,83.7,83.7,-0.51,-0.07
3/24/2009,84.1,84.1,-0.49,-0.07
3/23/2009,83.47,83.47,-0.56,-0.07
3/20/2009,83.71,83.71,-0.57,-0.07
3/19/2009,83.07,83.07,-0.59,-0.07
3/18/2009,84.19,84.19,-0.63,-0.07
3/17/2009,86.81,86.81,-0.64,-0.06
3/16/2009,86.97,86.97,-0.69,-0.06
3/13/2009,87.25,87.25,-0.69,-0.06
3/12/2009,87.48,87.48,-0.71,-0.06
3/11/2009,87.67,87.67,-0.7,-0.06
3/10/2009,88.52,88.52,-0.68,-0.06
3/9/2009,89.29,89.29,-0.69,-0.06
3/6/2009,88.55,88.55,-0.73,-0.06
3/5/2009,89.08,89.08,-0.69,-0.06
3/4/2009,88.49,88.49,-0.64,-0.06
3/3/2009,89.19,89.19,-0.66,-0.06
3/2/2009,89.03,89.03,-0.63,-0.06
2/27/2009,88.17,88.17,-0.63,-0.05
2/26/2009,87.84,87.84,-0.67,-0.05
2/25/2009,87.84,87.84,-0.63,-0.05
2/24/2009,86.78,86.78,-0.61,-0.05
2/23/2009,87.26,87.26,-0.58,-0.05
2/20/2009,86.59,86.59,-0.63,-0.05
2/19/2009,87.44,87.44,-0.67,-0.05
2/18/2009,88.03,88.03,-0.72,-0.05
2/17/2009,87.77,87.77,-0.75,-0.05
2/16/2009,86.53,86.53,,
2/13/2009,86.09,86.09,-0.76,-0.05
2/12/2009,85.94,85.94,-0.75,-0.05
2/11/2009,85.84,85.84,-0.73,-0.05
2/10/2009,85.57,85.57,-0.7,-0.05
2/9/2009,84.88,84.88,-0.72,-0.05
2/6/2009,85.29,85.29,-0.71,-0.05
2/5/2009,86.06,86.06,-0.72,-0.05
2/4/2009,85.77,85.77,-0.63,-0.05
2/3/2009,85,85,-0.6,-0.05
2/2/2009,86.11,86.11,-0.57,-0.05
1/30/2009,85.83,85.83,-0.53,-0.04
1/29/2009,85.49,85.49,-0.48,-0.04
1/28/2009,84.59,84.59,-0.55,-0.04
1/27/2009,84.4,84.4,-0.55,-0.04
1/26/2009,84.39,84.39,-0.56,-0.04
1/23/2009,85.58,85.58,-0.56,-0.04
1/22/2009,85.48,85.48,-0.57,-0.04
1/21/2009,85.32,85.32,-0.47,-0.04
1/20/2009,86.38,86.38,-0.21,-0.04
1/19/2009,85.14,85.14,,
1/16/2009,84.05,84.05,-0.23,-0.03
1/15/2009,84.53,84.53,-0.14,-0.03
1/14/2009,84.36,84.36,-0.42,-0.03
1/13/2009,84.26,84.26,-0.34,-0.03
1/12/2009,83.25,83.25,-0.3,-0.03
1/9/2009,82.48,82.48,-0.1,-0.03
1/8/2009,81.57,81.57,-0.1,-0.03
1/7/2009,82.1,82.1,-0.18,-0.03
1/6/2009,82.83,82.83,-0.28,-0.03
1/5/2009,82.58,82.58,-0.19,-0.03
1/2/2009,81.5,81.5,-0.22,-0.03
1/1/2009,81.1,81.1,,
12/31/2008,81.15,81.15,-0.21,-0.03
12/30/2008,80.63,80.63,-0.15,-0.03
12/29/2008,81.43,81.43,-0.18,-0.03
12/26/2008,80.97,80.97,-0.15,-0.03
12/25/2008,80.72,80.72,,
12/24/2008,81,81,-0.08,-0.03
12/23/2008,81.44,81.44,-0.08,-0.03
12/22/2008,81.19,81.19,-0.22,-0.03
12/19/2008,81.07,81.07,-0.13,-0.03
12/18/2008,79.7,79.7,-0.18,-0.03
12/17/2008,78.58,78.58,-0.23,-0.03
12/16/2008,80.2,80.2,-0.13,-0.03
12/15/2008,82.1,82.1,-0.19,-0.02
12/12/2008,83.71,83.71,-0.15,-0.03
12/11/2008,83.66,83.66,-0.27,-0.03
12/10/2008,85.47,85.47,-0.29,-0.03
12/9/2008,85.8,85.8,-0.31,-0.03
12/8/2008,85.56,85.56,-0.27,-0.03
12/5/2008,87.12,87.12,-0.3,-0.02
12/4/2008,86.44,86.44,-0.39,-0.03
12/3/2008,87.03,87.03,-0.38,-0.03
12/2/2008,86.7,86.7,-0.43,-0.03
12/1/2008,86.72,86.72,-0.43,-0.03
11/28/2008,86.52,86.52,-0.43,-0.03
11/27/2008,85.61,85.61,,
11/26/2008,85.67,85.67,-0.5,-0.03
11/25/2008,85,85,-0.44,-0.03
11/24/2008,86.08,86.08,-0.25,-0.03
11/21/2008,88.19,88.19,-0.28,-0.02
11/20/2008,87.97,87.97,-0.29,-0.02
11/19/2008,87.31,87.31,-0.32,-0.02
11/18/2008,87.37,87.37,-0.4,-0.02
11/17/2008,86.81,86.81,-0.41,-0.02
11/14/2008,86.36,86.36,-0.41,-0.02
11/13/2008,86.94,86.94,-0.37,-0.02
11/12/2008,87.47,87.47,-0.35,-0.02
11/11/2008,87.08,87.08,-0.35,-0.02
11/10/2008,85.91,85.91,-0.33,-0.01
11/7/2008,85.91,85.91,-0.44,-0.01
11/6/2008,85.89,85.89,-0.41,-0.01
11/5/2008,84.61,84.61,-0.42,-0.01
11/4/2008,84.78,84.78,-0.4,-0.01
11/3/2008,86.35,86.35,-0.35,0
10/31/2008,85.63,85.63,-0.39,0
10/30/2008,84.56,84.56,-0.37,0
10/29/2008,85.07,85.07,-0.46,0
10/28/2008,87.03,87.03,-0.48,0
10/27/2008,86.93,86.93,-0.31,0
10/24/2008,86.44,86.44,-0.29,0
10/23/2008,85.36,85.36,-0.28,0
10/22/2008,85.37,85.37,-0.25,0
10/21/2008,83.99,83.99,-0.24,0.01
10/20/2008,83.1,83.1,-0.28,0.01
10/17/2008,82.41,82.41,-0.23,0.01
10/16/2008,82.45,82.45,-0.27,0.01
10/15/2008,82.05,82.05,-0.25,0.01
10/14/2008,81.36,81.36,-0.19,0.02
10/13/2008,81.88,81.88,0.07,0.02
10/10/2008,83,83,0.12,0.05
10/9/2008,81.16,81.16,0.09,0.06
10/8/2008,80.91,80.91,0.1,0.07
10/7/2008,80.97,80.97,0.06,0.07
10/6/2008,81.67,81.67,0.21,0.06
10/3/2008,80.31,80.31,0.24,0.08
10/2/2008,80.44,80.44,0.32,0.08
10/1/2008,79.46,79.46,0.29,0.09
9/30/2008,79.45,79.45,0.1,0.09
9/29/2008,77.47,77.47,0.27,0.07
9/26/2008,76.95,76.95,0.26,0.09
9/25/2008,76.99,76.99,0.25,0.09
9/24/2008,76.79,76.79,0.24,0.09
9/23/2008,76.47,76.47,0.28,0.09
9/22/2008,76.15,76.15,0.19,0.1
9/19/2008,77.68,77.68,0.32,0.09
9/18/2008,78.02,78.02,0.32,0.09
9/17/2008,78.09,78.09,0.14,0.1
9/16/2008,79.07,79.07,0.15,0.08
9/15/2008,78.91,78.91,0.15,0.08
9/12/2008,78.97,78.97,0.28,0.09
9/11/2008,80.15,80.15,0.29,0.09
9/10/2008,79.84,79.84,0.28,0.09
9/9/2008,79.25,79.25,0.18,0.09
9/8/2008,79.59,79.59,0.08,0.08
9/5/2008,78.93,78.93,0.28,0.08
9/4/2008,78.61,78.61,0.41,0.08
9/3/2008,78.09,78.09,0.41,0.09
9/2/2008,78.06,78.06,0.47,0.09
9/1/2008,77.66,77.66,,
8/29/2008,77.38,77.38,0.49,0.09
8/28/2008,77.15,77.15,0.51,0.09
8/27/2008,77.05,77.05,0.58,0.09
8/26/2008,77.25,77.25,0.52,0.09
8/25/2008,76.79,76.79,0.56,0.09
8/22/2008,76.81,76.81,0.57,0.09
8/21/2008,76.2,76.2,0.66,0.08
8/20/2008,76.96,76.96,0.64,0.08
8/19/2008,76.84,76.84,0.63,0.08
8/18/2008,77.12,77.12,0.62,0.08
8/15/2008,77.18,77.18,0.6,0.08
8/14/2008,76.67,76.67,0.57,0.08
8/13/2008,76.21,76.21,0.56,0.08
8/12/2008,76.15,76.15,0.51,0.07
8/11/2008,76.13,76.13,0.53,0.08
8/8/2008,75.84,75.84,0.54,0.07
8/7/2008,74.55,74.55,0.64,0.06
8/6/2008,74.24,74.24,0.63,0.06
8/5/2008,73.88,73.88,0.63,0.06
8/4/2008,73.46,73.46,0.67,0.06
8/1/2008,73.42,73.42,0.69,0.06
7/31/2008,73.23,73.23,0.6,0.06
7/30/2008,73.32,73.32,0.67,0.06
7/29/2008,73.31,73.31,0.59,0.06
7/28/2008,72.65,72.65,0.58,0.06
7/25/2008,72.86,72.86,0.59,0.05
7/24/2008,72.93,72.93,0.71,0.05
7/23/2008,72.81,72.81,0.67,0.06
7/22/2008,72.45,72.45,0.64,0.06
7/21/2008,71.99,71.99,0.62,0.05
7/18/2008,72.19,72.19,0.66,0.05
7/17/2008,72.24,72.24,0.65,0.05
7/16/2008,72.06,72.06,0.65,0.05
7/15/2008,71.87,71.87,0.67,0.05
7/14/2008,71.92,71.92,0.59,0.05
7/11/2008,72.1,72.1,0.61,0.05
7/10/2008,72.49,72.49,0.62,0.05
7/9/2008,72.58,72.58,0.61,0.05
7/8/2008,73.01,73.01,0.5,0.05
7/7/2008,72.67,72.67,0.51,0.05
7/4/2008,72.73,72.73,,
7/3/2008,72.74,72.74,0.59,0.05
7/2/2008,72.03,72.03,0.42,0.05
7/1/2008,72.37,72.37,0.43,0.05
6/30/2008,72.46,72.46,0.41,0.04
6/27/2008,72.36,72.36,0.41,0.04
6/26/2008,72.49,72.49,0.33,0.04
6/25/2008,72.93,72.93,0.4,0.04
6/24/2008,73.24,73.24,0.41,0.04
6/23/2008,73.43,73.43,0.44,0.04
6/20/2008,73.03,73.03,0.41,0.04
6/19/2008,73.48,73.48,0.41,0.04
6/18/2008,73.44,73.44,0.46,0.04
6/17/2008,73.51,73.51,0.46,0.04
6/16/2008,73.61,73.61,0.51,0.04
6/13/2008,74.15,74.15,0.46,0.04
6/12/2008,73.86,73.86,0.41,0.04
6/11/2008,73.21,73.21,0.37,0.04
6/10/2008,73.7,73.7,0.45,0.04
6/9/2008,72.85,72.85,0.42,0.04
6/6/2008,72.39,72.39,0.25,0.04
6/5/2008,73.04,73.04,0.45,0.03
6/4/2008,73.42,73.42,0.23,0.03
6/3/2008,73.24,73.24,0.22,0.03
6/2/2008,72.93,72.93,0.26,0.03
5/30/2008,72.88,72.88,0.28,0.03
5/29/2008,73.02,73.02,0.42,0.03
5/28/2008,72.55,72.55,0.43,0.03
5/27/2008,72.34,72.34,0.37,0.03
5/26/2008,71.89,71.89,,
5/23/2008,71.89,71.89,0.32,0.03
5/22/2008,72.28,72.28,0.35,0.03
5/21/2008,71.94,71.94,0.28,0.03
5/20/2008,72.41,72.41,0.16,0.03
5/19/2008,73.05,73.05,0.19,0.02
5/16/2008,72.84,72.84,0.2,0.02
5/15/2008,73.35,73.35,0.26,0.02
5/14/2008,73.4,73.4,0.26,0.03
5/13/2008,73.27,73.27,-0.02,0.03
5/12/2008,72.95,72.95,0,0.03
5/9/2008,73.05,73.05,-0.03,0.03
5/8/2008,73.48,73.48,0.07,0.02
5/7/2008,73.51,73.51,0.19,0.02
5/6/2008,73,73,0.26,0.03
5/5/2008,73.19,73.19,0.24,0.03
5/2/2008,73.5,73.5,0.24,0.03
5/1/2008,73.28,73.28,0.06,0.03
4/30/2008,72.51,72.51,0.01,0.02
4/29/2008,72.89,72.89,0.04,0.02
4/28/2008,72.55,72.55,0.32,0.02
4/25/2008,72.79,72.79,0.31,0.02
4/24/2008,72.53,72.53,0.32,0.02
4/23/2008,71.82,71.82,0.35,0.02
4/22/2008,71.33,71.33,0.41,0.02
4/21/2008,71.65,71.65,0.39,0.02
4/18/2008,72.01,72.01,0.39,0.02
4/17/2008,71.68,71.68,0.44,0.02
4/16/2008,71.41,71.41,0.45,0.02
4/15/2008,72.02,72.02,0.39,0.02
4/14/2008,71.88,71.88,0.41,0.02
4/11/2008,71.81,71.81,0.41,0.02
4/10/2008,72.12,72.12,0.41,0.02
4/9/2008,71.83,71.83,0.42,0.02
4/8/2008,72.23,72.23,0.45,0.02
4/7/2008,72.2,72.2,0.45,0.02
4/4/2008,72.02,72.02,0.43,0.02
4/3/2008,72.22,72.22,0.47,0.02
4/2/2008,72.26,72.26,0.46,0.02
4/1/2008,72.56,72.56,0.34,0.02
3/31/2008,71.8,71.8,0.34,0.01
3/28/2008,71.68,71.68,0.32,0.01
3/27/2008,71.66,71.66,0.34,0.01
3/26/2008,71.51,71.51,0.3,0.01
3/25/2008,72.28,72.28,0.27,0.01
3/24/2008,72.95,72.95,0.24,0.01
3/21/2008,72.8,72.8,,
3/20/2008,72.75,72.75,0.17,0
3/19/2008,72.14,72.14,0.42,0
3/18/2008,71.57,71.57,0.36,0.01
3/17/2008,71.46,71.46,0.37,0
3/14/2008,71.66,71.66,0.35,0
3/13/2008,72.07,72.07,0.36,0
3/12/2008,72.4,72.4,0.36,0
3/11/2008,73.28,73.28,0.12,0
3/10/2008,72.99,72.99,0.18,-0.01
3/7/2008,73.03,73.03,0.24,-0.01
3/6/2008,73,73,0.21,-0.01
3/5/2008,73.48,73.48,0.19,-0.01
3/4/2008,73.66,73.66,-0.16,-0.01
3/3/2008,73.7,73.7,-0.16,-0.01
2/29/2008,73.71,73.71,-0.06,-0.01
2/28/2008,73.72,73.72,-0.07,-0.01
2/27/2008,74.21,74.21,-0.03,-0.01
2/26/2008,74.76,74.76,0.03,-0.01
2/25/2008,75.53,75.53,-0.05,0
2/22/2008,75.52,75.52,-0.1,0
2/21/2008,75.6,75.6,-0.22,0
2/20/2008,76.12,76.12,-0.19,-0.01
2/19/2008,76,76,-0.18,-0.01
2/18/2008,76.26,76.26,,
2/15/2008,76.1,76.1,-0.2,-0.01
2/14/2008,76.16,76.16,-0.19,-0.01
2/13/2008,76.4,76.4,-0.23,-0.01
2/12/2008,76.31,76.31,-0.18,-0.01
2/11/2008,76.58,76.58,-0.2,-0.01
2/8/2008,76.67,76.67,-0.22,-0.01
2/7/2008,76.94,76.94,-0.34,-0.01
2/6/2008,76.14,76.14,-0.29,-0.01
2/5/2008,76.12,76.12,-0.13,-0.01
2/4/2008,75.37,75.37,-0.13,0
2/1/2008,75.44,75.44,-0.17,0
1/31/2008,75.18,75.18,-0.23,-0.01
1/30/2008,75.03,75.03,-0.2,-0.01
1/29/2008,75.55,75.55,-0.21,-0.01
1/28/2008,75.58,75.58,-0.15,-0.01
1/25/2008,75.97,75.97,-0.07,-0.01
1/24/2008,75.69,75.69,0,-0.01
1/23/2008,76.4,76.4,-0.06,0
1/22/2008,76.35,76.35,-0.06,0
1/21/2008,76.87,76.87,,
1/18/2008,76.38,76.38,0,0
1/17/2008,76.17,76.17,0.01,0
1/16/2008,76.26,76.26,0.09,0
1/15/2008,75.57,75.57,0.1,0
1/14/2008,75.61,75.61,0,0
1/11/2008,75.98,75.98,0.01,0
1/10/2008,75.93,75.93,0.06,0
1/9/2008,76.42,76.42,-0.05,0
1/8/2008,76.11,76.11,-0.1,0
1/7/2008,76.17,76.17,-0.12,0
1/4/2008,75.79,75.79,-0.15,0
1/3/2008,75.89,75.89,0.03,0
1/2/2008,75.97,75.97,-0.02,0
1/1/2008,76.64,76.64,,
12/31/2007,76.69,76.69,0.05,0
12/28/2007,76.22,76.22,0.1,0
12/27/2007,76.61,76.61,0,0
12/26/2007,77.15,77.15,-0.05,-0.01
12/25/2007,77.53,77.53,,
12/24/2007,77.57,77.57,-0.02,-0.01
12/21/2007,77.72,77.72,0.09,-0.01
12/20/2007,77.79,77.79,0.06,-0.01
12/19/2007,77.59,77.59,0.11,-0.01
12/18/2007,77.41,77.41,0.07,-0.01
12/17/2007,77.4,77.4,0.07,-0.01
12/14/2007,77.44,77.44,0.2,-0.01
12/13/2007,76.56,76.56,0.17,0
12/12/2007,76.14,76.14,0.19,0
12/11/2007,76.22,76.22,0.23,0
12/10/2007,76.06,76.06,0.16,0
12/7/2007,76.29,76.29,0.17,0.01
12/6/2007,76.38,76.38,0.19,0.01
12/5/2007,76.41,76.41,0.23,0.01
12/4/2007,75.69,75.69,0.16,0
12/3/2007,75.94,75.94,0.14,0
11/30/2007,76.15,76.15,0.08,0
11/29/2007,75.59,75.59,0.02,-0.01
11/28/2007,75.08,75.08,-0.04,-0.01
11/27/2007,75.1,75.1,-0.11,0
11/26/2007,74.86,74.86,-0.15,0
11/23/2007,75.05,75.05,-0.2,-0.01
11/22/2007,75.01,75.01,,
11/21/2007,75.07,75.07,-0.23,-0.01
11/20/2007,75.2,75.2,-0.18,-0.01
11/19/2007,75.78,75.78,-0.22,-0.01
11/16/2007,75.83,75.83,-0.11,-0.01
11/15/2007,76.07,76.07,-0.02,-0.01
11/14/2007,75.81,75.81,-0.01,0
11/13/2007,75.88,75.88,-0.06,0
11/12/2007,75.9,75.9,-0.02,0
11/9/2007,75.4,75.4,-0.01,0
11/8/2007,75.46,75.46,0.03,0
11/7/2007,75.41,75.41,-0.2,0
11/6/2007,76.04,76.04,-0.13,-0.01
11/5/2007,76.42,76.42,-0.11,-0.01
11/2/2007,76.34,76.34,-0.13,-0.01
11/1/2007,76.59,76.59,-0.06,-0.01
10/31/2007,76.48,76.48,-0.02,-0.01
10/30/2007,76.77,76.77,-0.03,0
10/29/2007,76.84,76.84,-0.03,0
10/26/2007,77.03,77.03,0.07,0
10/25/2007,77.28,77.28,0.11,0
10/24/2007,77.55,77.55,0.1,0
10/23/2007,77.59,77.59,0.2,0
10/22/2007,78.06,78.06,0.14,0
10/19/2007,77.41,77.41,0.09,0
10/18/2007,77.59,77.59,0.01,0
10/17/2007,78.12,78.12,0.17,-0.01
10/16/2007,78.25,78.25,0.25,-0.01
10/15/2007,78.09,78.09,-0.1,0
10/12/2007,78.22,78.22,-0.14,-0.01
10/11/2007,78.08,78.08,-0.18,-0.01
10/10/2007,78.38,78.38,-0.17,-0.01
10/9/2007,78.53,78.53,-0.16,-0.01
10/8/2007,78.67,78.67,-0.1,-0.01
10/5/2007,78.31,78.31,-0.07,-0.01
10/4/2007,78.48,78.48,0.07,0
10/3/2007,78.57,78.57,0.1,0
10/2/2007,78.3,78.3,0.17,0
10/1/2007,77.9,77.9,0.15,0
9/28/2007,77.72,77.72,0.12,0
9/27/2007,78.34,78.34,0.1,0
9/26/2007,78.49,78.49,0.1,0
9/25/2007,78.31,78.31,0.02,0
9/24/2007,78.53,78.53,-0.02,0
9/21/2007,78.6,78.6,-0.07,0
9/20/2007,78.58,78.58,-0.2,0
9/19/2007,79.3,79.3,-0.24,-0.01
9/18/2007,79.21,79.21,-0.01,-0.01
9/17/2007,79.72,79.72,0.02,0
9/14/2007,79.62,79.62,-0.05,0.01
9/13/2007,79.51,79.51,-0.08,0.01
9/12/2007,79.36,79.36,-0.23,0
9/11/2007,79.7,79.7,-0.35,0
9/10/2007,79.82,79.82,-0.3,0.01
9/7/2007,79.96,79.96,-0.5,0
9/6/2007,80.47,80.47,-0.59,0
9/5/2007,80.62,80.62,-0.67,0
9/4/2007,80.88,80.88,-0.64,0
9/3/2007,80.85,80.85,,
8/31/2007,80.79,80.79,-0.6,0
8/30/2007,80.79,80.79,-0.3,0
8/29/2007,80.7,80.7,-0.31,0
8/28/2007,80.76,80.76,-0.32,0
8/27/2007,80.74,80.74,-0.29,0
8/24/2007,80.67,80.67,-0.25,0
8/23/2007,81.14,81.14,-0.34,0
8/22/2007,81.25,81.25,-0.22,0
8/21/2007,81.49,81.49,-0.17,0.01
8/20/2007,81.4,81.4,-0.1,0.01
8/17/2007,81.43,81.43,-0.02,0.01
8/16/2007,81.73,81.73,0.02,0.01
8/15/2007,81.82,81.82,0.05,0
8/14/2007,81.49,81.49,0.11,0.01
8/13/2007,81.05,81.05,0.08,0.01
8/10/2007,80.68,80.68,0.08,0.01
8/9/2007,80.74,80.74,0.28,0.01
8/8/2007,80.34,80.34,0.28,0.03
8/7/2007,80.48,80.48,0.22,0.03
8/6/2007,80.25,80.25,0.27,0.03
8/3/2007,80.18,80.18,0.1,0.03
8/2/2007,80.71,80.71,0.12,0.01
8/1/2007,80.87,80.87,0.11,0.02
7/31/2007,80.77,80.77,0.11,0.02
7/30/2007,80.85,80.85,0.02,0.01
7/27/2007,80.95,80.95,0.26,0.01
7/26/2007,80.45,80.45,0.25,0.02
7/25/2007,80.65,80.65,0.32,0.02
7/24/2007,80.08,80.08,0.19,0.03
7/23/2007,80.35,80.35,0.16,0.03
7/20/2007,80.29,80.29,0.25,0.03
7/19/2007,80.42,80.42,0.27,0.02
7/18/2007,80.42,80.42,0.21,0.02
7/17/2007,80.54,80.54,0.21,0.02
7/16/2007,80.52,80.52,0.22,0.01
7/13/2007,80.58,80.58,0.21,0.02
7/12/2007,80.64,80.64,0.25,0.01
7/11/2007,80.73,80.73,0.34,0.01
7/10/2007,80.86,80.86,0.05,0.01
7/9/2007,81.43,81.43,0.05,0
7/6/2007,81.47,81.47,0.2,0
7/5/2007,81.54,81.54,-0.01,0
7/4/2007,81.43,81.43,,
7/3/2007,81.44,81.44,-0.03,0
